Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Hyundai Creta,Hyundai,Delhi,2019,67168,Diesel,Automatic,1,0,1582.0,128.0,5.0,1060200
Maruti S PRESSO,Maruti,Delhi,2020,15966,Petrol,Manual,1,0,998.0,68.0,5.0,407000
MG HECTOR,MG,Delhi,2019,8487,Petrol,Automatic,1,0,1451.0,143.0,5.0,1404000
Maruti Baleno,Maruti,Delhi,2017,44732,Petrol,Manual,1,0,1197.0,84.0,5.0,438000
Renault Kwid,Renault,Delhi,2020,45704,Petrol,Automatic,2,0,999.0,68.0,5.0,403000
Maruti Celerio,Maruti,Delhi,2017,80495,Petrol,Automatic,1,0,998.0,68.0,5.0,365000
Maruti Ciaz,Maruti,Delhi,2017,93015,Petrol,Manual,1,0,1373.0,92.0,5.0,577000
Honda Amaze,Honda,Delhi,2020,52036,Petrol,Manual,1,0,1199.0,90.0,5.0,579000
Maruti Swift Dzire,Maruti,Delhi,2013,82412,Petrol,Manual,2,0,1197.0,87.0,5.0,289000
Hyundai Eon,Hyundai,Delhi,2013,67222,Petrol,Manual,1,0,814.0,56.0,5.0,192000
Maruti Alto K10,Maruti,Delhi,2014,80912,Petrol,Manual,1,0,998.0,68.0,5.0,215000
Tata Tiago,Tata,Delhi,2020,33731,Petrol,Automatic,2,0,1199.0,85.0,5.0,511000
Hyundai Santro Xing,Hyundai,Delhi,2012,67395,Petrol,Manual,1,0,1086.0,63.0,5.0,187000
Honda City,Honda,Delhi,2017,39103,Petrol,Automatic,2,0,1497.0,119.0,5.0,820000
Honda Amaze,Honda,Delhi,2018,78091,CNG,Automatic,1,0,1498.0,80.0,5.0,603000
Datsun Go Plus,Datsun,Delhi,2019,27695,Petrol,Manual,1,0,1198.0,68.0,7.0,400000
Maruti IGNIS,Maruti,Delhi,2021,25742,Petrol,Manual,1,0,1197.0,83.0,5.0,486000
Honda WR-V,Honda,Delhi,2019,17242,Petrol,Manual,1,0,1199.0,90.0,5.0,726000
Maruti Baleno,Maruti,Delhi,2019,25501,Petrol,Manual,2,0,1197.0,83.0,5.0,579000
Hyundai Creta,Hyundai,Delhi,2019,72474,Diesel,Manual,1,0,1582.0,128.0,5.0,1114000
KIA SELTOS,KIA,Delhi,2019,11707,Petrol,Manual,2,0,1353.0,140.0,5.0,1249000
Hyundai Verna,Hyundai,Delhi,2013,91163,Petrol,Manual,1,0,1591.0,123.0,5.0,397000
Honda Jazz,Honda,Delhi,2016,79166,Petrol,Manual,1,0,1199.0,90.0,5.0,385800
Hyundai Creta,Hyundai,Delhi,2016,78062,Petrol,Manual,1,0,1591.0,123.0,5.0,748000
Tata ALTROZ,Tata,Delhi,2020,61103,Petrol,Manual,1,0,1199.0,86.0,5.0,502000
Tata Zest,Tata,Delhi,2017,66656,CNG,Manual,2,0,1193.0,90.0,5.0,438000
Hyundai Creta,Hyundai,Delhi,2015,102963,Petrol,Manual,3,0,1591.0,123.0,5.0,600000
Honda BR-V,Honda,Delhi,2018,116190,Diesel,Manual,1,0,1498.0,100.0,7.0,645000
Toyota Glanza,Toyota,Delhi,2019,55311,Petrol,Automatic,2,0,1197.0,83.0,5.0,628000
Maruti BREZZA,Maruti,Delhi,2022,28284,Petrol,Manual,1,0,1462.0,103.0,5.0,1101000
Tata NEXON,Tata,Delhi,2022,12616,Petrol,Automatic,1,0,1199.0,120.0,5.0,987000
Maruti Baleno,Maruti,Delhi,2017,50509,Petrol,Automatic,1,0,1197.0,84.0,5.0,495000
Maruti Ciaz,Maruti,Delhi,2018,42990,Petrol,Manual,1,0,1462.0,105.0,5.0,644000
KIA SONET,KIA,Delhi,2022,23502,Diesel,Manual,1,0,1493.0,100.0,5.0,955000
Tata TIGOR,Tata,Delhi,2019,70408,Petrol,Automatic,1,0,1199.0,85.0,5.0,476000
Maruti New Wagon-R,Maruti,Delhi,2020,24266,Petrol,Manual,1,0,998.0,68.0,5.0,479000
Volkswagen Vento,Volkswagen,Delhi,2017,95879,Petrol,Automatic,2,0,1197.0,105.0,5.0,622000
Maruti Wagon R 1.0,Maruti,Delhi,2014,64539,Petrol,Manual,2,0,998.0,68.0,5.0,252550
Hyundai Elite i20,Hyundai,Delhi,2019,60699,Diesel,Manual,1,0,1396.0,90.0,5.0,628000
Hyundai Grand i10,Hyundai,Delhi,2018,40186,Petrol,Manual,1,0,1197.0,83.0,5.0,413000
Maruti Ciaz,Maruti,Delhi,2018,48743,Petrol,Automatic,2,0,1373.0,92.0,5.0,699000
Ford Ecosport,Ford,Delhi,2019,58384,Petrol,Automatic,2,0,1497.0,123.0,5.0,770000
Tata NEXON,Tata,Delhi,2022,30129,Petrol,Automatic,1,0,1199.0,120.0,5.0,1004000
Hyundai Creta,Hyundai,Delhi,2020,73831,Diesel,Automatic,1,0,1493.0,115.0,5.0,1275000
Volkswagen Polo,Volkswagen,Delhi,2018,96717,Petrol,Manual,2,0,999.0,76.0,5.0,546000
Tata Harrier,Tata,Delhi,2021,21995,Diesel,Automatic,1,0,1956.0,170.0,5.0,1644000
Tata ALTROZ,Tata,Delhi,2021,40167,Petrol,Manual,1,0,1199.0,86.0,5.0,591000
Datsun Go,Datsun,Delhi,2017,50724,Petrol,Manual,1,0,1198.0,68.0,5.0,300000
Honda Amaze,Honda,Delhi,2019,43683,Diesel,Manual,1,0,1498.0,100.0,5.0,578000
Honda Amaze,Honda,Delhi,2019,67922,Petrol,Manual,1,0,1199.0,90.0,5.0,582000
Honda Amaze,Honda,Delhi,2017,68484,Petrol,Manual,2,0,1198.0,88.0,5.0,453000
Honda City,Honda,Delhi,2014,94423,Petrol,Automatic,1,0,1497.0,119.0,5.0,477000
Hyundai NEW I20,Hyundai,Delhi,2023,11174,Petrol,Manual,1,0,1197.0,83.0,5.0,891000
Maruti Baleno,Maruti,Delhi,2020,60770,Petrol,Manual,1,0,1197.0,83.0,5.0,601000
Tata NEXON,Tata,Delhi,2019,34357,Petrol,Manual,1,0,1198.0,110.0,5.0,764000
Renault TRIBER,Renault,Delhi,2021,28929,Petrol,Manual,1,0,999.0,72.0,7.0,537000
Hyundai i20,Hyundai,Delhi,2014,78713,Petrol,Manual,1,0,1197.0,84.0,5.0,347000
Tata NEXON,Tata,Delhi,2021,17824,Petrol,Automatic,2,0,1199.0,120.0,5.0,939000
Toyota Corolla Altis,Toyota,Delhi,2015,100681,Petrol,Automatic,1,0,1798.0,140.0,5.0,797000
Maruti Baleno,Maruti,Delhi,2017,65806,Petrol,Manual,1,0,1197.0,84.0,5.0,503000
Honda City,Honda,Delhi,2016,56424,Petrol,Manual,2,0,1497.0,119.0,5.0,628000
Tata NEXON,Tata,Delhi,2018,85837,Petrol,Automatic,1,0,1198.0,110.0,5.0,665000
Maruti Baleno,Maruti,Delhi,2020,25476,Petrol,Manual,1,0,1197.0,83.0,5.0,628000
Honda City,Honda,Delhi,2011,61200,Petrol,Manual,1,0,1497.0,118.0,5.0,246000
Hyundai i10,Hyundai,Delhi,2012,30532,Petrol,Manual,1,0,1197.0,80.0,5.0,209000
Hyundai Santro Xing,Hyundai,Delhi,2010,55306,Petrol,Manual,1,0,1086.0,63.0,5.0,123000
