Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Tata Tiago,Tata,Hyderabad,2020,61102,Petrol,Manual,1,0,1199.0,86.0,5.0,624000
Honda Amaze,Honda,Hyderabad,2013,98695,Diesel,Manual,1,0,1498.0,100.0,5.0,349000
Hyundai Grand i10,Hyundai,Hyderabad,2015,64687,Petrol,Automatic,2,0,1197.0,83.0,5.0,452000
Maruti Alto K10,Maruti,Hyderabad,2018,64150,Petrol,Automatic,1,0,998.0,68.0,5.0,339000
Maruti Celerio,Maruti,Hyderabad,2016,32899,Petrol,Automatic,2,0,998.0,68.0,5.0,385000
Renault Duster,Renault,Hyderabad,2020,105742,Petrol,Manual,1,0,1330.0,156.0,5.0,848000
Hyundai Elite i20,Hyundai,Hyderabad,2017,91444,Petrol,Manual,2,0,1197.0,83.0,5.0,585000
KIA SELTOS,KIA,Hyderabad,2022,19141,Petrol,Manual,1,0,1353.0,140.0,5.0,1634800
Hyundai Xcent,Hyundai,Hyderabad,2015,111396,Petrol,Manual,2,0,1197.0,83.0,5.0,376000
Hyundai VENUE,Hyundai,Hyderabad,2020,51652,Petrol,Manual,1,0,998.0,120.0,5.0,885300
Tata NEXON,Tata,Hyderabad,2018,37484,Diesel,Automatic,1,0,1497.0,110.0,5.0,910000
Hyundai Grand i10,Hyundai,Hyderabad,2013,85603,Petrol,Manual,1,0,1197.0,83.0,5.0,399000
Hyundai Grand i10,Hyundai,Hyderabad,2017,40354,Petrol,Manual,1,0,1197.0,83.0,5.0,510000
Nissan Terrano,Nissan,Hyderabad,2018,96340,Diesel,Manual,1,0,1461.0,85.0,5.0,715000
Hyundai Creta,Hyundai,Hyderabad,2017,75759,Petrol,Automatic,2,0,1591.0,123.0,5.0,999700
Hyundai GRAND I10 NIOS,Hyundai,Hyderabad,2021,30101,Petrol,Manual,1,0,1197.0,83.0,5.0,735000
Honda City,Honda,Hyderabad,2015,65051,Petrol,Manual,3,0,1497.0,119.0,5.0,536000
Maruti Wagon R 1.0,Maruti,Hyderabad,2014,75695,Petrol,Manual,1,0,998.0,68.0,5.0,338000
Maruti Wagon R 1.0,Maruti,Hyderabad,2013,51088,Petrol,Manual,2,0,998.0,68.0,5.0,311000
Maruti Celerio,Maruti,Hyderabad,2014,58071,Petrol,Automatic,3,0,998.0,68.0,5.0,356000
Maruti Wagon R 1.0,Maruti,Hyderabad,2012,76750,Petrol,Manual,1,0,998.0,68.0,5.0,312000
Maruti Swift Dzire,Maruti,Hyderabad,2014,55835,Petrol,Manual,1,0,1197.0,87.0,5.0,484000
Maruti Baleno,Maruti,Hyderabad,2018,85573,Petrol,Automatic,1,0,1197.0,84.0,5.0,605000
Maruti Dzire,Maruti,Hyderabad,2022,52707,Petrol,Automatic,2,0,1197.0,90.0,5.0,801000
Hyundai Xcent,Hyundai,Hyderabad,2015,70021,Petrol,Manual,2,0,1197.0,83.0,5.0,420000
Maruti Baleno,Maruti,Hyderabad,2019,36495,Petrol,Manual,1,0,1197.0,84.0,5.0,619000
Hyundai Elite i20,Hyundai,Hyderabad,2016,77521,Petrol,Manual,2,0,1197.0,83.0,5.0,609000
Tata Tiago,Tata,Hyderabad,2017,72749,Petrol,Manual,3,0,1199.0,85.0,5.0,404000
Honda City,Honda,Hyderabad,2015,95906,Diesel,Manual,2,0,1498.0,100.0,5.0,546000
Maruti Swift Dzire,Maruti,Hyderabad,2013,52178,Petrol,Manual,2,0,1197.0,87.0,5.0,446000
Maruti Celerio,Maruti,Hyderabad,2018,69185,Petrol,Automatic,1,0,998.0,68.0,5.0,458000
Hyundai Grand i10,Hyundai,Hyderabad,2013,76167,Petrol,Manual,2,0,1197.0,83.0,5.0,396000
Maruti Ciaz,Maruti,Hyderabad,2018,98119,Petrol,Manual,1,0,1373.0,92.0,5.0,683000
Honda Brio,Honda,Hyderabad,2016,55189,Petrol,Manual,2,0,1198.0,88.0,5.0,400000
Maruti Wagon R 1.0,Maruti,Hyderabad,2014,83098,Petrol,Manual,2,0,998.0,68.0,5.0,324000
Ford FREESTYLE,Ford,Hyderabad,2018,60679,Petrol,Manual,1,0,1194.0,96.0,5.0,553000
Hyundai Santro Xing,Hyundai,Hyderabad,2012,50123,Petrol,Manual,1,0,1086.0,63.0,5.0,256000
Maruti Celerio,Maruti,Hyderabad,2020,47616,Petrol,Automatic,2,0,998.0,68.0,5.0,562000
Maruti S PRESSO,Maruti,Hyderabad,2022,59398,Petrol,Manual,1,0,998.0,68.0,5.0,458000
Hyundai Grand i10,Hyundai,Hyderabad,2014,86223,Petrol,Automatic,2,0,1197.0,83.0,5.0,431000
Nissan MAGNITE,Nissan,Hyderabad,2021,34210,Petrol,Automatic,1,0,999.0,100.0,5.0,863000
Tata NEXON,Tata,Hyderabad,2020,46626,Petrol,Manual,1,0,1199.0,120.0,5.0,1033000
Maruti Wagon R 1.0,Maruti,Hyderabad,2015,29956,Petrol,Manual,1,0,998.0,68.0,5.0,390000
Maruti Wagon R 1.0,Maruti,Hyderabad,2015,43791,Petrol,Manual,3,0,998.0,68.0,5.0,333000
Hyundai VENUE,Hyundai,Hyderabad,2021,40080,Petrol,Automatic,1,0,998.0,120.0,5.0,975000
Maruti New Wagon-R,Maruti,Hyderabad,2022,22594,Petrol,Manual,1,0,1197.0,90.0,5.0,630000
Maruti Wagon R 1.0,Maruti,Hyderabad,2016,77225,Petrol,Manual,1,0,998.0,68.0,5.0,388000
Hyundai i10,Hyundai,Hyderabad,2016,58416,Petrol,Manual,2,0,1086.0,69.0,5.0,399000
Maruti Wagon R 1.0,Maruti,Hyderabad,2012,72470,Petrol,Manual,1,0,998.0,68.0,5.0,275000
Maruti Celerio,Maruti,Hyderabad,2019,69332,Petrol,Manual,1,0,998.0,68.0,5.0,460000
Maruti Alto,Maruti,Hyderabad,2021,24463,Petrol,Manual,1,0,796.0,48.0,5.0,391800
Mahindra KUV 100 NXT,Mahindra,Hyderabad,2019,44303,Petrol,Manual,2,0,1198.0,82.0,6.0,580000
Maruti New Wagon-R,Maruti,Hyderabad,2020,48833,Petrol,Manual,1,0,1197.0,83.0,5.0,535000
Tata Tiago,Tata,Hyderabad,2021,52679,Petrol,Manual,1,0,1199.0,86.0,5.0,579000
Hyundai i10,Hyundai,Hyderabad,2015,91398,Petrol,Manual,1,0,1086.0,69.0,5.0,351000
Maruti New Wagon-R,Maruti,Hyderabad,2019,52608,Petrol,Manual,2,0,1197.0,83.0,5.0,530000
Maruti Wagon R 1.0,Maruti,Hyderabad,2012,61342,Petrol,Manual,2,0,998.0,68.0,5.0,295000
